type,question,correct,wrong1,wrong2,image
Cubes,How many cubes in layer x 1?,3,5,4,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer x 2?,7,8,6,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer x 3?,8,5,10,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer x 4?,9,11,8,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer y 1?,2,3,1,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer y 2?,4,3,6,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer y 3?,10,7,8,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer y 4?,11,12,10,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer z 1?,13,11,16,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer z 2?,8,6,7,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in layer z 3?,6,5,4,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many cubes in total?,25,23,24,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many visible cubes?,18,16,19,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many non visible cubes?,7,8,10,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer x 1?,3,2,5,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer x 2?,3,4,2,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer x 3?,7,5,8,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer x 4?,12,14,10,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer y 1?,4,6,3,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer y 2?,4,2,5,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer y 3?,5,6,7,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer y 4?,12,13,11,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer z 1?,10,8,7,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer z 2?,8,10,11,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in layer z 3?,7,8,10,cubes_4_4_3_0003_0003_1123_3333.png
Cubes,How many cubes in total?,26,28,22,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many visible cubes?,16,12,19,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many non visible cubes?,10,11,8,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer x 1?,4,5,3,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer x 2?,5,6,4,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer x 3?,8,11,9,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer x 4?,9,12,7,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer y 1?,2,0,3,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer y 2?,5,3,7,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer y 3?,7,9,8,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer y 4?,12,15,11,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer z 1?,13,16,9,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer z 2?,8,10,7,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in layer z 3?,5,3,4,cubes_4_4_3_0013_0113_1223_1233.png
Cubes,How many cubes in total?,31,30,36,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many visible cubes?,17,20,14,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many non visible cubes?,14,10,16,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer x 1?,4,5,6,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer x 2?,6,7,8,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer x 3?,10,7,9,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer x 4?,11,9,8,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer y 1?,3,4,1,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer y 2?,7,5,10,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer y 3?,9,11,10,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer y 4?,12,10,15,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer z 1?,13,10,9,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer z 2?,10,7,8,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in layer z 3?,8,9,6,cubes_4_4_3_0013_0123_1333_2333.png
Cubes,How many cubes in total?,24,25,22,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many visible cubes?,14,16,18,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many non visible cubes?,10,12,13,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer x 1?,1,2,0,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer x 2?,3,5,4,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer x 3?,8,5,7,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer x 4?,12,15,11,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer y 1?,3,1,2,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer y 2?,5,7,4,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer y 3?,7,4,6,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer y 4?,9,6,8,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer z 1?,10,11,8,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer z 2?,8,7,11,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in layer z 3?,6,4,7,cubes_4_4_3_0001_0012_0233_3333.png
Cubes,How many cubes in total?,34,29,33,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many visible cubes?,21,19,16,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many non visible cubes?,13,16,10,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer x 1?,3,4,1,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer x 2?,7,10,4,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer x 3?,12,15,10,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer x 4?,12,11,13,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer y 1?,7,4,9,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer y 2?,7,5,10,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer y 3?,8,11,7,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer y 4?,12,9,13,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer z 1?,13,11,17,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer z 2?,11,13,9,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in layer z 3?,10,8,9,cubes_4_4_3_0003_1123_3333_3333.png
Cubes,How many cubes in total?,25,24,27,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many visible cubes?,16,19,15,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many non visible cubes?,9,8,7,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer x 1?,2,3,4,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer x 2?,4,5,3,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer x 3?,9,8,10,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer x 4?,10,7,12,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer y 1?,2,1,0,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer y 2?,5,6,3,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer y 3?,7,10,9,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer y 4?,11,8,9,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer z 1?,11,10,13,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer z 2?,8,5,6,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in layer z 3?,6,7,4,cubes_4_4_3_0002_0013_1233_1333.png
Cubes,How many cubes in total?,25,20,29,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many visible cubes?,16,20,17,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many non visible cubes?,9,6,11,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer x 1?,0,1,2,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer x 2?,3,1,5,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer x 3?,10,8,12,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer x 4?,12,13,14,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer y 1?,5,6,7,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer y 2?,6,5,8,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer y 3?,7,6,5,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer y 4?,7,9,4,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer z 1?,11,10,13,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer z 2?,8,6,10,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in layer z 3?,6,4,8,cubes_4_4_3_0000_0111_2233_3333.png
Cubes,How many cubes in total?,26,24,21,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many visible cubes?,15,13,11,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many non visible cubes?,11,10,13,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer x 1?,2,4,1,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer x 2?,4,5,6,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer x 3?,8,9,5,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer x 4?,12,14,9,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer y 1?,4,2,3,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer y 2?,6,8,5,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer y 3?,7,9,5,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer y 4?,9,11,8,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer z 1?,13,16,11,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer z 2?,8,10,11,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in layer z 3?,5,3,7,cubes_4_4_3_0011_0112_1223_3333.png
Cubes,How many cubes in total?,31,35,37,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many visible cubes?,17,16,14,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many non visible cubes?,14,10,17,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer x 1?,3,2,5,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer x 2?,7,9,10,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer x 3?,10,9,7,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer x 4?,11,10,12,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer y 1?,4,3,6,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer y 2?,7,5,10,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer y 3?,9,10,12,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer y 4?,11,13,14,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer z 1?,14,11,18,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer z 2?,10,9,12,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in layer z 3?,7,10,4,cubes_4_4_3_0012_1123_1333_2333.png
Cubes,How many cubes in total?,35,31,39,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many visible cubes?,21,20,26,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many non visible cubes?,14,18,13,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer x 1?,7,4,5,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer x 2?,7,5,4,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer x 3?,9,12,11,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer x 4?,12,13,11,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer y 1?,4,3,5,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer y 2?,7,10,9,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer y 3?,12,14,10,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer y 4?,12,10,9,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer z 1?,14,12,18,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer z 2?,11,10,14,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in layer z 3?,10,13,12,cubes_4_4_3_0133_0133_1233_3333.png
Cubes,How many cubes in total?,22,24,18,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many visible cubes?,14,17,15,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many non visible cubes?,8,9,5,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer x 1?,0,2,1,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer x 2?,4,2,6,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer x 3?,8,5,6,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer x 4?,10,9,11,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer y 1?,2,0,3,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer y 2?,4,6,2,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer y 3?,7,5,8,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer y 4?,9,8,10,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer z 1?,10,11,7,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer z 2?,6,5,4,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in layer z 3?,6,8,5,cubes_4_4_3_0000_0013_1133_1333.png
Cubes,How many cubes in total?,27,29,26,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many visible cubes?,17,14,20,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many non visible cubes?,10,11,7,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer x 1?,2,1,3,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer x 2?,5,6,4,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer x 3?,8,11,5,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer x 4?,12,11,10,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer y 1?,4,3,5,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer y 2?,4,5,6,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer y 3?,8,6,7,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer y 4?,11,10,8,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer z 1?,11,9,10,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer z 2?,9,11,7,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in layer z 3?,7,6,4,cubes_4_4_3_0002_0023_1133_3333.png
Cubes,How many cubes in total?,16,19,18,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many visible cubes?,14,18,17,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many non visible cubes?,2,0,3,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer x 1?,2,1,4,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer x 2?,2,0,4,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer x 3?,2,4,1,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer x 4?,10,13,7,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer y 1?,1,2,0,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer y 2?,3,1,5,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer y 3?,3,1,5,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer y 4?,9,6,8,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer z 1?,7,8,10,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer z 2?,6,7,8,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in layer z 3?,3,2,4,cubes_4_4_3_0002_0002_0002_1333.png
Cubes,How many cubes in total?,36,42,32,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many visible cubes?,20,17,22,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many non visible cubes?,16,15,12,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer x 1?,5,6,4,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer x 2?,8,11,9,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer x 3?,11,12,8,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer x 4?,12,9,10,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer y 1?,6,5,4,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer y 2?,9,11,8,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer y 3?,9,12,8,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer y 4?,12,15,11,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer z 1?,15,11,12,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer z 2?,12,15,10,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in layer z 3?,9,10,6,cubes_4_4_3_0113_1223_2333_3333.png
Cubes,How many cubes in total?,33,32,29,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many visible cubes?,19,18,16,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many non visible cubes?,14,12,13,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer x 1?,4,6,3,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer x 2?,7,6,9,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer x 3?,10,9,12,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer x 4?,12,14,15,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer y 1?,6,4,5,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer y 2?,6,4,5,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer y 3?,9,6,12,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer y 4?,12,15,13,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer z 1?,14,17,12,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer z 2?,11,12,9,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in layer z 3?,8,6,5,cubes_4_4_3_0013_1123_2233_3333.png
Cubes,How many cubes in total?,17,19,18,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many visible cubes?,12,10,13,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many non visible cubes?,5,7,4,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer x 1?,0,1,2,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer x 2?,3,4,5,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer x 3?,4,2,3,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer x 4?,10,9,8,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer y 1?,1,0,3,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer y 2?,5,7,4,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer y 3?,5,7,4,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer y 4?,6,5,4,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer z 1?,10,11,7,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer z 2?,4,3,2,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in layer z 3?,3,2,5,cubes_4_4_3_0000_0111_0112_1333.png
Cubes,How many cubes in total?,21,26,24,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many visible cubes?,14,15,12,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many non visible cubes?,7,6,5,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer x 1?,2,3,0,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer x 2?,2,4,3,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer x 3?,7,4,10,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer x 4?,10,9,8,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer y 1?,2,4,0,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer y 2?,3,4,2,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer y 3?,6,7,4,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer y 4?,10,8,13,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer z 1?,9,7,6,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer z 2?,8,6,10,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in layer z 3?,4,3,5,cubes_4_4_3_0002_0002_0133_2233.png
Cubes,How many cubes in total?,30,33,35,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many visible cubes?,18,19,17,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many non visible cubes?,12,15,13,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer x 1?,1,2,3,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer x 2?,8,9,11,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer x 3?,10,8,9,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer x 4?,11,14,8,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer y 1?,4,3,2,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer y 2?,8,5,11,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer y 3?,8,7,6,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer y 4?,10,9,8,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer z 1?,13,17,16,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer z 2?,10,9,7,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in layer z 3?,7,5,6,cubes_4_4_3_0001_1223_1333_2333.png
Cubes,How many cubes in total?,30,27,25,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many visible cubes?,19,22,17,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many non visible cubes?,11,14,8,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer x 1?,6,5,4,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer x 2?,6,4,7,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer x 3?,7,9,8,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer x 4?,11,10,13,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer y 1?,2,4,3,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer y 2?,6,5,8,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer y 3?,10,13,12,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer y 4?,12,11,14,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer z 1?,13,15,17,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer z 2?,10,9,7,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in layer z 3?,7,5,4,cubes_4_4_3_0123_0123_0133_2333.png
Cubes,How many cubes in total?,29,34,24,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many visible cubes?,17,14,20,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many non visible cubes?,12,10,13,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer x 1?,4,5,2,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer x 2?,7,10,8,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer x 3?,8,9,11,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer x 4?,10,11,13,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer y 1?,1,0,2,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer y 2?,7,9,10,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer y 3?,9,12,6,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer y 4?,12,11,10,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer z 1?,12,11,14,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer z 2?,10,7,9,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in layer z 3?,7,10,4,cubes_4_4_3_0013_0223_0233_1333.png
Cubes,How many cubes in total?,32,30,31,cubes_4_4_3_0013_0113_2333_3333.png
Cubes,How many visible cubes?,21,18,23,cubes_4_4_3_0013_0113_2333_3333.png
Cubes,How many non visible cubes?,11,10,13,cubes_4_4_3_0013_0113_2333_3333.png
Cubes,How many cubes in layer x 1?,4,3,2,cubes_4_4_3_0013_0113_2333_3333.png
Cubes,How many cubes in layer x 2?,5,7,3,cubes_4_4_3_0013_0113_2333_3333.png
